task_id,config_id,alpha,beta,gamma,delta,lr,sigma,epochs,use_scheduler,ari,nmi,score,time
1,422,0.03,0.003,0.8,0.12,0.0001,0.4,250,True,0.6419,0.5757,0.6155,7.17
1,423,0.03,0.003,0.8,0.12,0.0001,0.45,250,False,0.5940,0.5278,0.5675,5.74
1,424,0.03,0.003,0.8,0.12,0.0001,0.45,250,True,0.5934,0.5223,0.5650,7.17
1,425,0.03,0.003,0.8,0.12,0.0001,0.5,250,False,0.6260,0.5558,0.5979,7.17
1,426,0.03,0.003,0.8,0.12,0.0001,0.5,250,True,0.6833,0.5893,0.6457,5.17
1,427,0.03,0.003,0.8,0.12,0.0001,0.55,250,False,0.6797,0.5582,0.6311,5.75
1,428,0.03,0.003,0.8,0.12,0.0001,0.55,250,True,0.6765,0.6007,0.6462,6.32
1,429,0.03,0.003,0.8,0.12,0.0001,0.6,250,False,0.4086,0.5227,0.4542,7.17
1,430,0.03,0.003,0.8,0.12,0.0001,0.6,250,True,0.5718,0.5190,0.5507,7.17
1,431,0.03,0.003,0.8,0.12,0.00011,0.4,250,False,0.5917,0.5282,0.5663,6.32
1,432,0.03,0.003,0.8,0.12,0.00011,0.4,250,True,0.6638,0.5989,0.6378,7.17
1,433,0.03,0.003,0.8,0.12,0.00011,0.45,250,False,0.6002,0.5688,0.5876,7.17
1,434,0.03,0.003,0.8,0.12,0.00011,0.45,250,True,0.6480,0.6063,0.6313,7.17
1,435,0.03,0.003,0.8,0.12,0.00011,0.5,250,False,0.6023,0.5439,0.5789,7.17
1,436,0.03,0.003,0.8,0.12,0.00011,0.5,250,True,0.6092,0.4878,0.5606,7.17
1,437,0.03,0.003,0.8,0.12,0.00011,0.55,250,False,0.6424,0.6134,0.6308,7.17
1,438,0.03,0.003,0.8,0.12,0.00011,0.55,250,True,0.6134,0.5964,0.6066,7.17
1,439,0.03,0.003,0.8,0.12,0.00011,0.6,250,False,0.6270,0.5747,0.6061,7.17
1,440,0.03,0.003,0.8,0.12,0.00011,0.6,250,True,0.6741,0.5396,0.6203,7.17
1,441,0.03,0.003,0.8,0.12,0.00012,0.4,250,False,0.7009,0.5877,0.6556,5.75
1,442,0.03,0.003,0.8,0.12,0.00012,0.4,250,True,0.5386,0.5562,0.5457,5.74
1,443,0.03,0.003,0.8,0.12,0.00012,0.45,250,False,0.7183,0.5852,0.6651,5.74
1,444,0.03,0.003,0.8,0.12,0.00012,0.45,250,True,0.5227,0.4923,0.5105,7.17
1,445,0.03,0.003,0.8,0.12,0.00012,0.5,250,False,0.6448,0.6442,0.6446,7.17
1,446,0.03,0.003,0.8,0.12,0.00012,0.5,250,True,0.5812,0.5024,0.5496,7.17
1,447,0.03,0.003,0.8,0.12,0.00012,0.55,250,False,0.4282,0.4575,0.4399,5.17
1,448,0.03,0.003,0.8,0.12,0.00012,0.55,250,True,0.6058,0.4782,0.5547,6.32
1,449,0.03,0.003,0.8,0.12,0.00012,0.6,250,False,0.6038,0.5468,0.5810,7.17
1,450,0.03,0.003,0.8,0.12,0.00012,0.6,250,True,0.6541,0.5859,0.6268,7.17
