task_id,config_id,alpha,beta,gamma,delta,lr,sigma,epochs,use_scheduler,ari,nmi,score,time
3,7763,0.04,0.006,0.8,0.2,9e-05,0.45,250,False,0.6190,0.5394,0.5872,7.13
3,7764,0.04,0.006,0.8,0.2,9e-05,0.45,250,True,0.3560,0.4853,0.4077,7.13
3,7765,0.04,0.006,0.8,0.2,9e-05,0.5,250,False,0.6766,0.5987,0.6454,7.13
3,7766,0.04,0.006,0.8,0.2,9e-05,0.5,250,True,0.6321,0.5979,0.6184,6.29
3,7767,0.04,0.006,0.8,0.2,9e-05,0.55,250,False,0.6513,0.5896,0.6266,7.13
3,7768,0.04,0.006,0.8,0.2,9e-05,0.55,250,True,0.5740,0.4898,0.5403,7.13
3,7769,0.04,0.006,0.8,0.2,9e-05,0.6,250,False,0.6630,0.5898,0.6337,5.72
3,7770,0.04,0.006,0.8,0.2,9e-05,0.6,250,True,0.5536,0.5015,0.5328,7.13
3,7771,0.04,0.006,0.8,0.2,0.0001,0.4,250,False,0.6422,0.5812,0.6178,6.86
3,7772,0.04,0.006,0.8,0.2,0.0001,0.4,250,True,0.6050,0.5353,0.5771,7.13
3,7773,0.04,0.006,0.8,0.2,0.0001,0.45,250,False,0.5970,0.5279,0.5694,6.85
3,7774,0.04,0.006,0.8,0.2,0.0001,0.45,250,True,0.4613,0.4488,0.4563,5.72
3,7775,0.04,0.006,0.8,0.2,0.0001,0.5,250,False,0.5830,0.5495,0.5696,7.13
3,7776,0.04,0.006,0.8,0.2,0.0001,0.5,250,True,0.4296,0.4922,0.4546,5.71
3,7777,0.04,0.006,0.8,0.2,0.0001,0.55,250,False,0.7091,0.6410,0.6819,5.72
3,7778,0.04,0.006,0.8,0.2,0.0001,0.55,250,True,0.5799,0.5789,0.5795,6.29
3,7779,0.04,0.006,0.8,0.2,0.0001,0.6,250,False,0.5338,0.5391,0.5359,7.13
3,7780,0.04,0.006,0.8,0.2,0.0001,0.6,250,True,0.4971,0.5535,0.5197,7.13
3,7781,0.04,0.006,0.8,0.2,0.00011,0.4,250,False,0.6149,0.5531,0.5902,6.29
3,7782,0.04,0.006,0.8,0.2,0.00011,0.4,250,True,0.6429,0.5754,0.6159,7.13
3,7783,0.04,0.006,0.8,0.2,0.00011,0.45,250,False,0.5426,0.5423,0.5425,4.57
3,7784,0.04,0.006,0.8,0.2,0.00011,0.45,250,True,0.6512,0.5843,0.6244,7.13
3,7785,0.04,0.006,0.8,0.2,0.00011,0.5,250,False,0.5158,0.4921,0.5063,7.13
3,7786,0.04,0.006,0.8,0.2,0.00011,0.5,250,True,0.5911,0.5073,0.5576,6.28
3,7787,0.04,0.006,0.8,0.2,0.00011,0.55,250,False,0.6176,0.5594,0.5943,7.14
3,7788,0.04,0.006,0.8,0.2,0.00011,0.55,250,True,0.5710,0.5362,0.5571,7.13
3,7789,0.04,0.006,0.8,0.2,0.00011,0.6,250,False,0.5321,0.4836,0.5127,7.14
3,7790,0.04,0.006,0.8,0.2,0.00011,0.6,250,True,0.6726,0.5608,0.6278,6.86
3,7791,0.04,0.006,0.8,0.2,0.00012,0.4,250,False,0.6561,0.5682,0.6209,6.86
3,7792,0.04,0.006,0.8,0.2,0.00012,0.4,250,True,0.5749,0.5218,0.5536,7.13
3,7793,0.04,0.006,0.8,0.2,0.00012,0.45,250,False,0.6900,0.5706,0.6423,6.29
3,7794,0.04,0.006,0.8,0.2,0.00012,0.45,250,True,0.6105,0.5391,0.5819,6.86
3,7795,0.04,0.006,0.8,0.2,0.00012,0.5,250,False,0.5332,0.5238,0.5294,7.14
3,7796,0.04,0.006,0.8,0.2,0.00012,0.5,250,True,0.5178,0.5435,0.5281,5.71
3,7797,0.04,0.006,0.8,0.2,0.00012,0.55,250,False,0.6263,0.5175,0.5828,5.72
3,7798,0.04,0.006,0.8,0.2,0.00012,0.55,250,True,0.6400,0.5899,0.6200,6.28
3,7799,0.04,0.006,0.8,0.2,0.00012,0.6,250,False,0.5784,0.5802,0.5791,6.29
3,7800,0.04,0.006,0.8,0.2,0.00012,0.6,250,True,0.5497,0.4832,0.5231,7.13
3,7801,0.04,0.006,0.85,0.08,8e-05,0.4,250,False,0.5888,0.5216,0.5620,7.13
3,7802,0.04,0.006,0.85,0.08,8e-05,0.4,250,True,0.6091,0.5453,0.5836,6.29
3,7803,0.04,0.006,0.85,0.08,8e-05,0.45,250,False,0.5859,0.4905,0.5477,6.86
3,7804,0.04,0.006,0.85,0.08,8e-05,0.45,250,True,0.3879,0.4660,0.4191,4.58
3,7805,0.04,0.006,0.85,0.08,8e-05,0.5,250,False,0.6567,0.5458,0.6123,7.13
3,7806,0.04,0.006,0.85,0.08,8e-05,0.5,250,True,0.6507,0.5681,0.6176,7.13
3,7807,0.04,0.006,0.85,0.08,8e-05,0.55,250,False,0.6353,0.5954,0.6194,6.85
3,7808,0.04,0.006,0.85,0.08,8e-05,0.55,250,True,0.5480,0.5509,0.5492,7.13
3,7809,0.04,0.006,0.85,0.08,8e-05,0.6,250,False,0.6120,0.5455,0.5854,6.29
3,7810,0.04,0.006,0.85,0.08,8e-05,0.6,250,True,0.7244,0.6217,0.6833,6.29
3,7811,0.04,0.006,0.85,0.08,9e-05,0.4,250,False,0.6780,0.5599,0.6307,6.29
3,7812,0.04,0.006,0.85,0.08,9e-05,0.4,250,True,0.5807,0.5358,0.5628,5.71
3,7813,0.04,0.006,0.85,0.08,9e-05,0.45,250,False,0.5840,0.5842,0.5841,7.13
3,7814,0.04,0.006,0.85,0.08,9e-05,0.45,250,True,0.6995,0.6034,0.6611,6.28
3,7815,0.04,0.006,0.85,0.08,9e-05,0.5,250,False,0.5096,0.5820,0.5386,6.86
3,7816,0.04,0.006,0.85,0.08,9e-05,0.5,250,True,0.6696,0.5848,0.6357,6.86
3,7817,0.04,0.006,0.85,0.08,9e-05,0.55,250,False,0.6971,0.6069,0.6611,5.71
3,7818,0.04,0.006,0.85,0.08,9e-05,0.55,250,True,0.6154,0.5309,0.5816,6.86
3,7819,0.04,0.006,0.85,0.08,9e-05,0.6,250,False,0.6243,0.5919,0.6113,7.13
3,7820,0.04,0.006,0.85,0.08,9e-05,0.6,250,True,0.6486,0.6050,0.6312,7.13
3,7821,0.04,0.006,0.85,0.08,0.0001,0.4,250,False,0.6729,0.5697,0.6316,6.28
3,7822,0.04,0.006,0.85,0.08,0.0001,0.4,250,True,0.6438,0.6591,0.6499,7.13
3,7823,0.04,0.006,0.85,0.08,0.0001,0.45,250,False,0.6663,0.6272,0.6507,7.13
3,7824,0.04,0.006,0.85,0.08,0.0001,0.45,250,True,0.5864,0.5297,0.5637,7.13
3,7825,0.04,0.006,0.85,0.08,0.0001,0.5,250,False,0.6298,0.5556,0.6002,7.13
3,7826,0.04,0.006,0.85,0.08,0.0001,0.5,250,True,0.5359,0.5003,0.5217,6.28
3,7827,0.04,0.006,0.85,0.08,0.0001,0.55,250,False,0.6346,0.5058,0.5831,6.29
3,7828,0.04,0.006,0.85,0.08,0.0001,0.55,250,True,0.6580,0.5880,0.6300,6.86
3,7829,0.04,0.006,0.85,0.08,0.0001,0.6,250,False,0.5767,0.5663,0.5725,6.86
3,7830,0.04,0.006,0.85,0.08,0.0001,0.6,250,True,0.6318,0.5874,0.6140,5.71
3,7831,0.04,0.006,0.85,0.08,0.00011,0.4,250,False,0.6219,0.5395,0.5889,6.29
3,7832,0.04,0.006,0.85,0.08,0.00011,0.4,250,True,0.6005,0.5450,0.5783,7.13
3,7833,0.04,0.006,0.85,0.08,0.00011,0.45,250,False,0.6444,0.6004,0.6268,7.13
3,7834,0.04,0.006,0.85,0.08,0.00011,0.45,250,True,0.5801,0.5077,0.5511,6.86
3,7835,0.04,0.006,0.85,0.08,0.00011,0.5,250,False,0.5261,0.4982,0.5149,7.13
3,7836,0.04,0.006,0.85,0.08,0.00011,0.5,250,True,0.4434,0.5036,0.4675,7.13
3,7837,0.04,0.006,0.85,0.08,0.00011,0.55,250,False,0.6212,0.5859,0.6071,7.13
3,7838,0.04,0.006,0.85,0.08,0.00011,0.55,250,True,0.6975,0.6017,0.6592,5.15
3,7839,0.04,0.006,0.85,0.08,0.00011,0.6,250,False,0.6305,0.6004,0.6185,7.13
3,7840,0.04,0.006,0.85,0.08,0.00011,0.6,250,True,0.6444,0.5777,0.6177,7.13
3,7841,0.04,0.006,0.85,0.08,0.00012,0.4,250,False,0.6423,0.6112,0.6299,7.13
3,7842,0.04,0.006,0.85,0.08,0.00012,0.4,250,True,0.5717,0.5823,0.5760,7.13
3,7843,0.04,0.006,0.85,0.08,0.00012,0.45,250,False,0.6298,0.6084,0.6213,7.13
3,7844,0.04,0.006,0.85,0.08,0.00012,0.45,250,True,0.5504,0.4947,0.5281,5.71
3,7845,0.04,0.006,0.85,0.08,0.00012,0.5,250,False,0.4643,0.5032,0.4798,7.14
3,7846,0.04,0.006,0.85,0.08,0.00012,0.5,250,True,0.6180,0.6059,0.6131,6.29
3,7847,0.04,0.006,0.85,0.08,0.00012,0.55,250,False,0.6226,0.5846,0.6074,7.13
3,7848,0.04,0.006,0.85,0.08,0.00012,0.55,250,True,0.6471,0.5754,0.6185,6.29
3,7849,0.04,0.006,0.85,0.08,0.00012,0.6,250,False,0.6078,0.5344,0.5785,7.14
3,7850,0.04,0.006,0.85,0.08,0.00012,0.6,250,True,0.5760,0.5266,0.5562,7.13
3,7851,0.04,0.006,0.85,0.1,8e-05,0.4,250,False,0.6244,0.5912,0.6111,6.86
3,7852,0.04,0.006,0.85,0.1,8e-05,0.4,250,True,0.6572,0.6219,0.6431,7.13
3,7853,0.04,0.006,0.85,0.1,8e-05,0.45,250,False,0.5640,0.5388,0.5539,7.13
3,7854,0.04,0.006,0.85,0.1,8e-05,0.45,250,True,0.6868,0.6718,0.6808,6.86
3,7855,0.04,0.006,0.85,0.1,8e-05,0.5,250,False,0.5111,0.4935,0.5041,6.29
3,7856,0.04,0.006,0.85,0.1,8e-05,0.5,250,True,0.5766,0.4832,0.5392,7.13
3,7857,0.04,0.006,0.85,0.1,8e-05,0.55,250,False,0.6111,0.6029,0.6078,7.13
3,7858,0.04,0.006,0.85,0.1,8e-05,0.55,250,True,0.6166,0.5755,0.6002,7.13
3,7859,0.04,0.006,0.85,0.1,8e-05,0.6,250,False,0.6275,0.5653,0.6026,7.13
3,7860,0.04,0.006,0.85,0.1,8e-05,0.6,250,True,0.6142,0.5451,0.5865,6.29
3,7861,0.04,0.006,0.85,0.1,9e-05,0.4,250,False,0.6338,0.5716,0.6089,6.29
3,7862,0.04,0.006,0.85,0.1,9e-05,0.4,250,True,0.6599,0.6106,0.6402,7.14
3,7863,0.04,0.006,0.85,0.1,9e-05,0.45,250,False,0.6125,0.6147,0.6134,7.13
3,7864,0.04,0.006,0.85,0.1,9e-05,0.45,250,True,0.6135,0.4933,0.5654,7.13
3,7865,0.04,0.006,0.85,0.1,9e-05,0.5,250,False,0.5526,0.5070,0.5343,6.29
3,7866,0.04,0.006,0.85,0.1,9e-05,0.5,250,True,0.5871,0.5757,0.5825,5.71
3,7867,0.04,0.006,0.85,0.1,9e-05,0.55,250,False,0.5902,0.5270,0.5649,5.72
3,7868,0.04,0.006,0.85,0.1,9e-05,0.55,250,True,0.6283,0.5694,0.6048,6.86
3,7869,0.04,0.006,0.85,0.1,9e-05,0.6,250,False,0.5876,0.5772,0.5835,6.29
3,7870,0.04,0.006,0.85,0.1,9e-05,0.6,250,True,0.5327,0.4860,0.5140,5.71
3,7871,0.04,0.006,0.85,0.1,0.0001,0.4,250,False,0.6574,0.5984,0.6338,6.86
3,7872,0.04,0.006,0.85,0.1,0.0001,0.4,250,True,0.6465,0.5872,0.6228,7.13
3,7873,0.04,0.006,0.85,0.1,0.0001,0.45,250,False,0.6229,0.5660,0.6001,7.13
3,7874,0.04,0.006,0.85,0.1,0.0001,0.45,250,True,0.6240,0.5329,0.5875,7.13
3,7875,0.04,0.006,0.85,0.1,0.0001,0.5,250,False,0.6016,0.5722,0.5899,7.13
3,7876,0.04,0.006,0.85,0.1,0.0001,0.5,250,True,0.5152,0.5501,0.5292,7.13
3,7877,0.04,0.006,0.85,0.1,0.0001,0.55,250,False,0.6389,0.5600,0.6074,7.13
3,7878,0.04,0.006,0.85,0.1,0.0001,0.55,250,True,0.6242,0.5848,0.6085,6.29
3,7879,0.04,0.006,0.85,0.1,0.0001,0.6,250,False,0.5966,0.5658,0.5843,7.13
3,7880,0.04,0.006,0.85,0.1,0.0001,0.6,250,True,0.4968,0.5097,0.5020,7.13
3,7881,0.04,0.006,0.85,0.1,0.00011,0.4,250,False,0.7079,0.6184,0.6721,5.71
3,7882,0.04,0.006,0.85,0.1,0.00011,0.4,250,True,0.6202,0.5575,0.5952,7.13
3,7883,0.04,0.006,0.85,0.1,0.00011,0.45,250,False,0.6334,0.6003,0.6202,7.13
3,7884,0.04,0.006,0.85,0.1,0.00011,0.45,250,True,0.6608,0.5880,0.6317,5.72
3,7885,0.04,0.006,0.85,0.1,0.00011,0.5,250,False,0.5683,0.5196,0.5488,7.13
3,7886,0.04,0.006,0.85,0.1,0.00011,0.5,250,True,0.5916,0.5228,0.5641,5.71
3,7887,0.04,0.006,0.85,0.1,0.00011,0.55,250,False,0.6346,0.6173,0.6277,7.13
3,7888,0.04,0.006,0.85,0.1,0.00011,0.55,250,True,0.6403,0.5523,0.6051,7.13
3,7889,0.04,0.006,0.85,0.1,0.00011,0.6,250,False,0.6020,0.5427,0.5783,5.72
3,7890,0.04,0.006,0.85,0.1,0.00011,0.6,250,True,0.3825,0.4392,0.4052,4.57
3,7891,0.04,0.006,0.85,0.1,0.00012,0.4,250,False,0.6253,0.5701,0.6032,7.13
3,7892,0.04,0.006,0.85,0.1,0.00012,0.4,250,True,0.3822,0.4849,0.4233,7.13
3,7893,0.04,0.006,0.85,0.1,0.00012,0.45,250,False,0.6021,0.5542,0.5830,7.13
3,7894,0.04,0.006,0.85,0.1,0.00012,0.45,250,True,0.6784,0.5945,0.6448,5.71
3,7895,0.04,0.006,0.85,0.1,0.00012,0.5,250,False,0.6737,0.6443,0.6619,6.29
3,7896,0.04,0.006,0.85,0.1,0.00012,0.5,250,True,0.6355,0.5902,0.6174,7.13
3,7897,0.04,0.006,0.85,0.1,0.00012,0.55,250,False,0.6239,0.5383,0.5897,5.71
3,7898,0.04,0.006,0.85,0.1,0.00012,0.55,250,True,0.5454,0.5497,0.5471,7.13
3,7899,0.04,0.006,0.85,0.1,0.00012,0.6,250,False,0.6113,0.6034,0.6082,7.13
3,7900,0.04,0.006,0.85,0.1,0.00012,0.6,250,True,0.7027,0.6221,0.6705,6.29
3,7901,0.04,0.006,0.85,0.12,8e-05,0.4,250,False,0.6898,0.6156,0.6602,7.13
3,7902,0.04,0.006,0.85,0.12,8e-05,0.4,250,True,0.6631,0.5612,0.6223,5.72
3,7903,0.04,0.006,0.85,0.12,8e-05,0.45,250,False,0.6311,0.5914,0.6153,7.13
3,7904,0.04,0.006,0.85,0.12,8e-05,0.45,250,True,0.5969,0.5915,0.5948,7.13
3,7905,0.04,0.006,0.85,0.12,8e-05,0.5,250,False,0.6018,0.5513,0.5816,6.86
3,7906,0.04,0.006,0.85,0.12,8e-05,0.5,250,True,0.6367,0.5791,0.6136,6.86
3,7907,0.04,0.006,0.85,0.12,8e-05,0.55,250,False,0.5975,0.5583,0.5818,6.29
3,7908,0.04,0.006,0.85,0.12,8e-05,0.55,250,True,0.5471,0.4871,0.5231,7.13
3,7909,0.04,0.006,0.85,0.12,8e-05,0.6,250,False,0.5898,0.5532,0.5752,7.13
3,7910,0.04,0.006,0.85,0.12,8e-05,0.6,250,True,0.6783,0.6156,0.6532,7.13
3,7911,0.04,0.006,0.85,0.12,9e-05,0.4,250,False,0.5644,0.5667,0.5653,7.14
3,7912,0.04,0.006,0.85,0.12,9e-05,0.4,250,True,0.6753,0.6107,0.6495,7.13
3,7913,0.04,0.006,0.85,0.12,9e-05,0.45,250,False,0.6059,0.5454,0.5817,6.29
3,7914,0.04,0.006,0.85,0.12,9e-05,0.45,250,True,0.7139,0.6712,0.6968,6.28
3,7915,0.04,0.006,0.85,0.12,9e-05,0.5,250,False,0.6485,0.5616,0.6138,6.29
3,7916,0.04,0.006,0.85,0.12,9e-05,0.5,250,True,0.5314,0.5245,0.5286,7.13
3,7917,0.04,0.006,0.85,0.12,9e-05,0.55,250,False,0.5198,0.4805,0.5041,7.13
3,7918,0.04,0.006,0.85,0.12,9e-05,0.55,250,True,0.6509,0.5803,0.6226,6.29
3,7919,0.04,0.006,0.85,0.12,9e-05,0.6,250,False,0.6506,0.5610,0.6147,6.29
3,7920,0.04,0.006,0.85,0.12,9e-05,0.6,250,True,0.6126,0.5262,0.5780,7.14
3,7921,0.04,0.006,0.85,0.12,0.0001,0.4,250,False,0.4890,0.5077,0.4965,7.13
3,7922,0.04,0.006,0.85,0.12,0.0001,0.4,250,True,0.6576,0.6117,0.6393,6.85
3,7923,0.04,0.006,0.85,0.12,0.0001,0.45,250,False,0.6481,0.5882,0.6241,7.14
3,7924,0.04,0.006,0.85,0.12,0.0001,0.45,250,True,0.6925,0.5720,0.6443,5.72
3,7925,0.04,0.006,0.85,0.12,0.0001,0.5,250,False,0.5915,0.5189,0.5624,6.28
3,7926,0.04,0.006,0.85,0.12,0.0001,0.5,250,True,0.5722,0.4960,0.5417,5.71
3,7927,0.04,0.006,0.85,0.12,0.0001,0.55,250,False,0.5972,0.5869,0.5931,6.86
3,7928,0.04,0.006,0.85,0.12,0.0001,0.55,250,True,0.6673,0.6189,0.6480,7.13
3,7929,0.04,0.006,0.85,0.12,0.0001,0.6,250,False,0.6684,0.5911,0.6375,6.29
3,7930,0.04,0.006,0.85,0.12,0.0001,0.6,250,True,0.6487,0.5841,0.6229,6.29
3,7931,0.04,0.006,0.85,0.12,0.00011,0.4,250,False,0.6164,0.5511,0.5903,7.13
3,7932,0.04,0.006,0.85,0.12,0.00011,0.4,250,True,0.6122,0.4473,0.5462,7.13
3,7933,0.04,0.006,0.85,0.12,0.00011,0.45,250,False,0.7125,0.6594,0.6912,5.72
3,7934,0.04,0.006,0.85,0.12,0.00011,0.45,250,True,0.6102,0.5810,0.5985,7.13
3,7935,0.04,0.006,0.85,0.12,0.00011,0.5,250,False,0.6015,0.5139,0.5665,5.71
3,7936,0.04,0.006,0.85,0.12,0.00011,0.5,250,True,0.6410,0.6132,0.6299,7.14
3,7937,0.04,0.006,0.85,0.12,0.00011,0.55,250,False,0.6190,0.5548,0.5933,6.86
3,7938,0.04,0.006,0.85,0.12,0.00011,0.55,250,True,0.6069,0.5931,0.6014,7.13
3,7939,0.04,0.006,0.85,0.12,0.00011,0.6,250,False,0.5903,0.5448,0.5721,7.13
3,7940,0.04,0.006,0.85,0.12,0.00011,0.6,250,True,0.6368,0.5495,0.6019,7.13
3,7941,0.04,0.006,0.85,0.12,0.00012,0.4,250,False,0.6154,0.5527,0.5903,7.13
3,7942,0.04,0.006,0.85,0.12,0.00012,0.4,250,True,0.4057,0.4367,0.4181,4.57
3,7943,0.04,0.006,0.85,0.12,0.00012,0.45,250,False,0.6088,0.5588,0.5888,7.13
3,7944,0.04,0.006,0.85,0.12,0.00012,0.45,250,True,0.6318,0.6051,0.6212,7.13
3,7945,0.04,0.006,0.85,0.12,0.00012,0.5,250,False,0.5709,0.5156,0.5488,5.72
3,7946,0.04,0.006,0.85,0.12,0.00012,0.5,250,True,0.3507,0.4500,0.3904,5.71
3,7947,0.04,0.006,0.85,0.12,0.00012,0.55,250,False,0.5370,0.4858,0.5165,6.29
3,7948,0.04,0.006,0.85,0.12,0.00012,0.55,250,True,0.6227,0.5650,0.5996,7.13
3,7949,0.04,0.006,0.85,0.12,0.00012,0.6,250,False,0.6105,0.5261,0.5768,7.13
3,7950,0.04,0.006,0.85,0.12,0.00012,0.6,250,True,0.3916,0.5316,0.4476,7.14
3,7951,0.04,0.006,0.85,0.15,8e-05,0.4,250,False,0.5888,0.5522,0.5741,6.29
3,7952,0.04,0.006,0.85,0.15,8e-05,0.4,250,True,0.6259,0.5901,0.6116,6.86
3,7953,0.04,0.006,0.85,0.15,8e-05,0.45,250,False,0.6202,0.5958,0.6104,7.13
3,7954,0.04,0.006,0.85,0.15,8e-05,0.45,250,True,0.6181,0.5322,0.5837,6.85
3,7955,0.04,0.006,0.85,0.15,8e-05,0.5,250,False,0.4102,0.4996,0.4460,6.29
3,7956,0.04,0.006,0.85,0.15,8e-05,0.5,250,True,0.5653,0.5170,0.5460,6.29
3,7957,0.04,0.006,0.85,0.15,8e-05,0.55,250,False,0.6400,0.5611,0.6084,6.28
3,7958,0.04,0.006,0.85,0.15,8e-05,0.55,250,True,0.5700,0.5690,0.5696,7.13
3,7959,0.04,0.006,0.85,0.15,8e-05,0.6,250,False,0.5618,0.5318,0.5498,5.15
3,7960,0.04,0.006,0.85,0.15,8e-05,0.6,250,True,0.6394,0.5833,0.6170,7.13
3,7961,0.04,0.006,0.85,0.15,9e-05,0.4,250,False,0.6196,0.5004,0.5719,6.86
3,7962,0.04,0.006,0.85,0.15,9e-05,0.4,250,True,0.5748,0.5447,0.5628,6.29
3,7963,0.04,0.006,0.85,0.15,9e-05,0.45,250,False,0.5236,0.4871,0.5090,6.29
3,7964,0.04,0.006,0.85,0.15,9e-05,0.45,250,True,0.6569,0.5348,0.6080,7.13
3,7965,0.04,0.006,0.85,0.15,9e-05,0.5,250,False,0.6425,0.6011,0.6259,5.71
3,7966,0.04,0.006,0.85,0.15,9e-05,0.5,250,True,0.5400,0.4312,0.4965,7.13
3,7967,0.04,0.006,0.85,0.15,9e-05,0.55,250,False,0.6700,0.5966,0.6406,5.71
3,7968,0.04,0.006,0.85,0.15,9e-05,0.55,250,True,0.5666,0.4994,0.5397,7.13
3,7969,0.04,0.006,0.85,0.15,9e-05,0.6,250,False,0.5671,0.5864,0.5748,7.13
3,7970,0.04,0.006,0.85,0.15,9e-05,0.6,250,True,0.6007,0.5161,0.5669,7.13
3,7971,0.04,0.006,0.85,0.15,0.0001,0.4,250,False,0.4911,0.5145,0.5005,7.13
3,7972,0.04,0.006,0.85,0.15,0.0001,0.4,250,True,0.6225,0.5949,0.6114,7.13
3,7973,0.04,0.006,0.85,0.15,0.0001,0.45,250,False,0.3877,0.5097,0.4365,7.13
3,7974,0.04,0.006,0.85,0.15,0.0001,0.45,250,True,0.6291,0.5694,0.6052,6.29
3,7975,0.04,0.006,0.85,0.15,0.0001,0.5,250,False,0.6446,0.5394,0.6025,7.13
3,7976,0.04,0.006,0.85,0.15,0.0001,0.5,250,True,0.6011,0.5427,0.5778,5.72
3,7977,0.04,0.006,0.85,0.15,0.0001,0.55,250,False,0.5766,0.5119,0.5507,5.14
3,7978,0.04,0.006,0.85,0.15,0.0001,0.55,250,True,0.4371,0.4458,0.4406,7.13
3,7979,0.04,0.006,0.85,0.15,0.0001,0.6,250,False,0.6395,0.5763,0.6142,7.13
3,7980,0.04,0.006,0.85,0.15,0.0001,0.6,250,True,0.6482,0.6023,0.6298,6.28
3,7981,0.04,0.006,0.85,0.15,0.00011,0.4,250,False,0.6540,0.6132,0.6377,6.28
3,7982,0.04,0.006,0.85,0.15,0.00011,0.4,250,True,0.5915,0.5451,0.5729,7.13
3,7983,0.04,0.006,0.85,0.15,0.00011,0.45,250,False,0.5427,0.5382,0.5409,6.29
3,7984,0.04,0.006,0.85,0.15,0.00011,0.45,250,True,0.3750,0.4799,0.4170,7.13
3,7985,0.04,0.006,0.85,0.15,0.00011,0.5,250,False,0.6305,0.5452,0.5964,7.13
3,7986,0.04,0.006,0.85,0.15,0.00011,0.5,250,True,0.5813,0.5698,0.5767,7.13
3,7987,0.04,0.006,0.85,0.15,0.00011,0.55,250,False,0.6411,0.6063,0.6272,6.29
3,7988,0.04,0.006,0.85,0.15,0.00011,0.55,250,True,0.4411,0.4764,0.4552,4.57
3,7989,0.04,0.006,0.85,0.15,0.00011,0.6,250,False,0.6529,0.6042,0.6334,7.13
3,7990,0.04,0.006,0.85,0.15,0.00011,0.6,250,True,0.5857,0.5488,0.5709,7.13
3,7991,0.04,0.006,0.85,0.15,0.00012,0.4,250,False,0.6087,0.5908,0.6015,7.14
3,7992,0.04,0.006,0.85,0.15,0.00012,0.4,250,True,0.5988,0.5093,0.5630,6.85
3,7993,0.04,0.006,0.85,0.15,0.00012,0.45,250,False,0.6624,0.5873,0.6324,7.13
3,7994,0.04,0.006,0.85,0.15,0.00012,0.45,250,True,0.6237,0.5520,0.5950,6.28
3,7995,0.04,0.006,0.85,0.15,0.00012,0.5,250,False,0.5270,0.4593,0.4999,5.71
3,7996,0.04,0.006,0.85,0.15,0.00012,0.5,250,True,0.5707,0.5540,0.5640,6.29
3,7997,0.04,0.006,0.85,0.15,0.00012,0.55,250,False,0.5626,0.5826,0.5706,7.13
3,7998,0.04,0.006,0.85,0.15,0.00012,0.55,250,True,0.6131,0.5381,0.5831,5.71
3,7999,0.04,0.006,0.85,0.15,0.00012,0.6,250,False,0.6934,0.6069,0.6588,5.71
3,8000,0.04,0.006,0.85,0.15,0.00012,0.6,250,True,0.5162,0.4377,0.4848,4.57
3,8001,0.04,0.006,0.85,0.18,8e-05,0.4,250,False,0.4019,0.5132,0.4464,7.13
3,8002,0.04,0.006,0.85,0.18,8e-05,0.4,250,True,0.5975,0.5941,0.5961,7.13
3,8003,0.04,0.006,0.85,0.18,8e-05,0.45,250,False,0.5687,0.5094,0.5450,7.13
3,8004,0.04,0.006,0.85,0.18,8e-05,0.45,250,True,0.6977,0.6284,0.6700,7.13
3,8005,0.04,0.006,0.85,0.18,8e-05,0.5,250,False,0.5404,0.5171,0.5311,7.13
3,8006,0.04,0.006,0.85,0.18,8e-05,0.5,250,True,0.6329,0.5658,0.6060,7.13
3,8007,0.04,0.006,0.85,0.18,8e-05,0.55,250,False,0.4800,0.5494,0.5078,5.15
3,8008,0.04,0.006,0.85,0.18,8e-05,0.55,250,True,0.6101,0.5784,0.5974,7.13
3,8009,0.04,0.006,0.85,0.18,8e-05,0.6,250,False,0.6955,0.6155,0.6635,7.13
3,8010,0.04,0.006,0.85,0.18,8e-05,0.6,250,True,0.3687,0.4778,0.4124,7.13
3,8011,0.04,0.006,0.85,0.18,9e-05,0.4,250,False,0.6134,0.6178,0.6152,6.29
3,8012,0.04,0.006,0.85,0.18,9e-05,0.4,250,True,0.6304,0.5989,0.6178,7.14
3,8013,0.04,0.006,0.85,0.18,9e-05,0.45,250,False,0.5860,0.5145,0.5574,6.29
3,8014,0.04,0.006,0.85,0.18,9e-05,0.45,250,True,0.6170,0.5832,0.6035,6.85
3,8015,0.04,0.006,0.85,0.18,9e-05,0.5,250,False,0.5412,0.4997,0.5246,7.13
3,8016,0.04,0.006,0.85,0.18,9e-05,0.5,250,True,0.3668,0.4673,0.4070,7.13
3,8017,0.04,0.006,0.85,0.18,9e-05,0.55,250,False,0.6275,0.5468,0.5953,7.13
3,8018,0.04,0.006,0.85,0.18,9e-05,0.55,250,True,0.4297,0.4817,0.4505,6.29
3,8019,0.04,0.006,0.85,0.18,9e-05,0.6,250,False,0.6103,0.5811,0.5987,5.72
3,8020,0.04,0.006,0.85,0.18,9e-05,0.6,250,True,0.6337,0.5725,0.6092,7.13
3,8021,0.04,0.006,0.85,0.18,0.0001,0.4,250,False,0.7124,0.6410,0.6838,6.28
3,8022,0.04,0.006,0.85,0.18,0.0001,0.4,250,True,0.5928,0.5523,0.5766,7.13
3,8023,0.04,0.006,0.85,0.18,0.0001,0.45,250,False,0.5799,0.5150,0.5539,5.71
3,8024,0.04,0.006,0.85,0.18,0.0001,0.45,250,True,0.6426,0.5624,0.6105,7.13
3,8025,0.04,0.006,0.85,0.18,0.0001,0.5,250,False,0.5837,0.5570,0.5730,7.13
