task_id,config_id,alpha,beta,gamma,delta,lr,sigma,epochs,use_scheduler,ari,nmi,score,time
3,7643,0.04,0.006,0.8,0.12,0.00012,0.45,250,False,0.6624,0.5652,0.6235,6.28
3,7644,0.04,0.006,0.8,0.12,0.00012,0.45,250,True,0.6481,0.6117,0.6336,6.29
3,7645,0.04,0.006,0.8,0.12,0.00012,0.5,250,False,0.6464,0.5681,0.6151,6.29
3,7646,0.04,0.006,0.8,0.12,0.00012,0.5,250,True,0.5969,0.5599,0.5821,7.13
3,7647,0.04,0.006,0.8,0.12,0.00012,0.55,250,False,0.5338,0.5633,0.5456,7.13
3,7648,0.04,0.006,0.8,0.12,0.00012,0.55,250,True,0.5985,0.5629,0.5842,7.13
3,7649,0.04,0.006,0.8,0.12,0.00012,0.6,250,False,0.5491,0.5779,0.5606,7.13
3,7650,0.04,0.006,0.8,0.12,0.00012,0.6,250,True,0.6346,0.5737,0.6103,7.13
3,7651,0.04,0.006,0.8,0.15,8e-05,0.4,250,False,0.6306,0.6098,0.6223,6.86
3,7652,0.04,0.006,0.8,0.15,8e-05,0.4,250,True,0.6673,0.6000,0.6404,5.72
3,7653,0.04,0.006,0.8,0.15,8e-05,0.45,250,False,0.6394,0.5557,0.6059,7.13
3,7654,0.04,0.006,0.8,0.15,8e-05,0.45,250,True,0.6429,0.6012,0.6262,7.13
3,7655,0.04,0.006,0.8,0.15,8e-05,0.5,250,False,0.6787,0.5823,0.6401,7.13
3,7656,0.04,0.006,0.8,0.15,8e-05,0.5,250,True,0.5024,0.5206,0.5097,7.13
3,7657,0.04,0.006,0.8,0.15,8e-05,0.55,250,False,0.6168,0.5311,0.5825,7.13
3,7658,0.04,0.006,0.8,0.15,8e-05,0.55,250,True,0.4989,0.4894,0.4951,7.14
3,7659,0.04,0.006,0.8,0.15,8e-05,0.6,250,False,0.6100,0.5468,0.5847,7.13
3,7660,0.04,0.006,0.8,0.15,8e-05,0.6,250,True,0.6354,0.5295,0.5930,5.71
3,7661,0.04,0.006,0.8,0.15,9e-05,0.4,250,False,0.6036,0.5394,0.5779,7.13
3,7662,0.04,0.006,0.8,0.15,9e-05,0.4,250,True,0.5931,0.5415,0.5725,5.71
3,7663,0.04,0.006,0.8,0.15,9e-05,0.45,250,False,0.6130,0.5217,0.5765,7.13
3,7664,0.04,0.006,0.8,0.15,9e-05,0.45,250,True,0.6633,0.5897,0.6338,7.13
3,7665,0.04,0.006,0.8,0.15,9e-05,0.5,250,False,0.5739,0.5352,0.5584,6.29
3,7666,0.04,0.006,0.8,0.15,9e-05,0.5,250,True,0.6061,0.5548,0.5855,7.13
3,7667,0.04,0.006,0.8,0.15,9e-05,0.55,250,False,0.5128,0.4886,0.5031,7.13
3,7668,0.04,0.006,0.8,0.15,9e-05,0.55,250,True,0.6367,0.5657,0.6083,6.85
3,7669,0.04,0.006,0.8,0.15,9e-05,0.6,250,False,0.5673,0.5707,0.5687,7.13
3,7670,0.04,0.006,0.8,0.15,9e-05,0.6,250,True,0.5883,0.5158,0.5593,5.14
3,7671,0.04,0.006,0.8,0.15,0.0001,0.4,250,False,0.5782,0.5207,0.5552,6.29
3,7672,0.04,0.006,0.8,0.15,0.0001,0.4,250,True,0.7017,0.6226,0.6701,7.13
3,7673,0.04,0.006,0.8,0.15,0.0001,0.45,250,False,0.6481,0.5282,0.6001,7.13
3,7674,0.04,0.006,0.8,0.15,0.0001,0.45,250,True,0.5128,0.5089,0.5112,7.13
3,7675,0.04,0.006,0.8,0.15,0.0001,0.5,250,False,0.6965,0.5940,0.6555,6.29
3,7676,0.04,0.006,0.8,0.15,0.0001,0.5,250,True,0.6025,0.5661,0.5879,7.13
3,7677,0.04,0.006,0.8,0.15,0.0001,0.55,250,False,0.7145,0.6346,0.6826,7.13
3,7678,0.04,0.006,0.8,0.15,0.0001,0.55,250,True,0.3919,0.4445,0.4129,7.13
3,7679,0.04,0.006,0.8,0.15,0.0001,0.6,250,False,0.6600,0.6104,0.6401,5.14
3,7680,0.04,0.006,0.8,0.15,0.0001,0.6,250,True,0.6328,0.5966,0.6184,6.29
3,7681,0.04,0.006,0.8,0.15,0.00011,0.4,250,False,0.5752,0.5044,0.5469,6.85
3,7682,0.04,0.006,0.8,0.15,0.00011,0.4,250,True,0.6272,0.5811,0.6088,6.29
3,7683,0.04,0.006,0.8,0.15,0.00011,0.45,250,False,0.4902,0.5191,0.5017,7.13
3,7684,0.04,0.006,0.8,0.15,0.00011,0.45,250,True,0.6574,0.5952,0.6325,6.29
3,7685,0.04,0.006,0.8,0.15,0.00011,0.5,250,False,0.6172,0.5804,0.6025,6.29
3,7686,0.04,0.006,0.8,0.15,0.00011,0.5,250,True,0.5679,0.5182,0.5480,7.13
3,7687,0.04,0.006,0.8,0.15,0.00011,0.55,250,False,0.6453,0.6104,0.6313,7.14
3,7688,0.04,0.006,0.8,0.15,0.00011,0.55,250,True,0.5168,0.4812,0.5026,7.13
3,7689,0.04,0.006,0.8,0.15,0.00011,0.6,250,False,0.5621,0.5269,0.5480,6.29
3,7690,0.04,0.006,0.8,0.15,0.00011,0.6,250,True,0.4516,0.4999,0.4709,7.13
3,7691,0.04,0.006,0.8,0.15,0.00012,0.4,250,False,0.5734,0.5183,0.5513,7.13
3,7692,0.04,0.006,0.8,0.15,0.00012,0.4,250,True,0.6303,0.6018,0.6189,7.13
3,7693,0.04,0.006,0.8,0.15,0.00012,0.45,250,False,0.6480,0.6197,0.6366,7.13
3,7694,0.04,0.006,0.8,0.15,0.00012,0.45,250,True,0.4360,0.4966,0.4602,5.14
3,7695,0.04,0.006,0.8,0.15,0.00012,0.5,250,False,0.6423,0.5804,0.6175,6.86
3,7696,0.04,0.006,0.8,0.15,0.00012,0.5,250,True,0.3750,0.4778,0.4161,7.13
3,7697,0.04,0.006,0.8,0.15,0.00012,0.55,250,False,0.6387,0.5613,0.6077,7.13
3,7698,0.04,0.006,0.8,0.15,0.00012,0.55,250,True,0.6181,0.5644,0.5966,7.13
3,7699,0.04,0.006,0.8,0.15,0.00012,0.6,250,False,0.4883,0.5326,0.5060,7.13
3,7700,0.04,0.006,0.8,0.15,0.00012,0.6,250,True,0.6677,0.5591,0.6243,5.14
3,7701,0.04,0.006,0.8,0.18,8e-05,0.4,250,False,0.6310,0.6056,0.6208,5.72
3,7702,0.04,0.006,0.8,0.18,8e-05,0.4,250,True,0.6159,0.5782,0.6008,7.13
3,7703,0.04,0.006,0.8,0.18,8e-05,0.45,250,False,0.5944,0.4828,0.5497,6.28
3,7704,0.04,0.006,0.8,0.18,8e-05,0.45,250,True,0.5902,0.5355,0.5683,7.13
3,7705,0.04,0.006,0.8,0.18,8e-05,0.5,250,False,0.6869,0.6300,0.6642,6.29
3,7706,0.04,0.006,0.8,0.18,8e-05,0.5,250,True,0.6368,0.5710,0.6105,7.14
3,7707,0.04,0.006,0.8,0.18,8e-05,0.55,250,False,0.5971,0.5117,0.5629,7.13
3,7708,0.04,0.006,0.8,0.18,8e-05,0.55,250,True,0.5099,0.4723,0.4948,7.13
3,7709,0.04,0.006,0.8,0.18,8e-05,0.6,250,False,0.5012,0.5232,0.5100,6.86
3,7710,0.04,0.006,0.8,0.18,8e-05,0.6,250,True,0.4629,0.4585,0.4611,7.13
3,7711,0.04,0.006,0.8,0.18,9e-05,0.4,250,False,0.4474,0.4034,0.4298,5.72
3,7712,0.04,0.006,0.8,0.18,9e-05,0.4,250,True,0.4861,0.4875,0.4867,7.14
3,7713,0.04,0.006,0.8,0.18,9e-05,0.45,250,False,0.2987,0.4265,0.3498,7.13
3,7714,0.04,0.006,0.8,0.18,9e-05,0.45,250,True,0.6658,0.6016,0.6401,6.28
3,7715,0.04,0.006,0.8,0.18,9e-05,0.5,250,False,0.5688,0.5133,0.5466,6.86
3,7716,0.04,0.006,0.8,0.18,9e-05,0.5,250,True,0.6262,0.5765,0.6063,7.13
3,7717,0.04,0.006,0.8,0.18,9e-05,0.55,250,False,0.5963,0.5548,0.5797,7.13
3,7718,0.04,0.006,0.8,0.18,9e-05,0.55,250,True,0.5630,0.5366,0.5525,7.13
3,7719,0.04,0.006,0.8,0.18,9e-05,0.6,250,False,0.3756,0.4785,0.4168,7.13
3,7720,0.04,0.006,0.8,0.18,9e-05,0.6,250,True,0.6107,0.5887,0.6019,7.13
3,7721,0.04,0.006,0.8,0.18,0.0001,0.4,250,False,0.5538,0.5382,0.5476,7.13
3,7722,0.04,0.006,0.8,0.18,0.0001,0.4,250,True,0.6093,0.5680,0.5928,6.29
3,7723,0.04,0.006,0.8,0.18,0.0001,0.45,250,False,0.6089,0.5445,0.5831,6.86
3,7724,0.04,0.006,0.8,0.18,0.0001,0.45,250,True,0.6335,0.5825,0.6131,7.13
3,7725,0.04,0.006,0.8,0.18,0.0001,0.5,250,False,0.6264,0.5887,0.6113,7.14
3,7726,0.04,0.006,0.8,0.18,0.0001,0.5,250,True,0.6564,0.6098,0.6378,5.72
3,7727,0.04,0.006,0.8,0.18,0.0001,0.55,250,False,0.6279,0.5731,0.6060,7.13
3,7728,0.04,0.006,0.8,0.18,0.0001,0.55,250,True,0.3805,0.5099,0.4322,5.72
3,7729,0.04,0.006,0.8,0.18,0.0001,0.6,250,False,0.6630,0.5524,0.6188,6.85
3,7730,0.04,0.006,0.8,0.18,0.0001,0.6,250,True,0.6316,0.5746,0.6088,6.29
3,7731,0.04,0.006,0.8,0.18,0.00011,0.4,250,False,0.6234,0.6142,0.6197,7.13
3,7732,0.04,0.006,0.8,0.18,0.00011,0.4,250,True,0.5552,0.5482,0.5524,6.29
3,7733,0.04,0.006,0.8,0.18,0.00011,0.45,250,False,0.6615,0.5742,0.6266,7.13
3,7734,0.04,0.006,0.8,0.18,0.00011,0.45,250,True,0.6952,0.6302,0.6692,6.86
3,7735,0.04,0.006,0.8,0.18,0.00011,0.5,250,False,0.4850,0.5220,0.4998,6.86
3,7736,0.04,0.006,0.8,0.18,0.00011,0.5,250,True,0.6073,0.5534,0.5857,7.13
3,7737,0.04,0.006,0.8,0.18,0.00011,0.55,250,False,0.5557,0.5431,0.5507,6.29
3,7738,0.04,0.006,0.8,0.18,0.00011,0.55,250,True,0.5276,0.5251,0.5266,6.29
3,7739,0.04,0.006,0.8,0.18,0.00011,0.6,250,False,0.5579,0.5676,0.5618,5.72
3,7740,0.04,0.006,0.8,0.18,0.00011,0.6,250,True,0.6223,0.5543,0.5951,7.13
3,7741,0.04,0.006,0.8,0.18,0.00012,0.4,250,False,0.6166,0.5731,0.5992,6.85
3,7742,0.04,0.006,0.8,0.18,0.00012,0.4,250,True,0.6410,0.5535,0.6060,7.13
3,7743,0.04,0.006,0.8,0.18,0.00012,0.45,250,False,0.6366,0.6108,0.6263,7.13
3,7744,0.04,0.006,0.8,0.18,0.00012,0.45,250,True,0.7066,0.5973,0.6629,6.86
3,7745,0.04,0.006,0.8,0.18,0.00012,0.5,250,False,0.6530,0.6334,0.6452,6.29
3,7746,0.04,0.006,0.8,0.18,0.00012,0.5,250,True,0.3544,0.4696,0.4005,7.14
3,7747,0.04,0.006,0.8,0.18,0.00012,0.55,250,False,0.5795,0.5260,0.5581,6.29
3,7748,0.04,0.006,0.8,0.18,0.00012,0.55,250,True,0.5833,0.5335,0.5634,6.29
3,7749,0.04,0.006,0.8,0.18,0.00012,0.6,250,False,0.6255,0.5886,0.6108,7.13
3,7750,0.04,0.006,0.8,0.18,0.00012,0.6,250,True,0.4738,0.4710,0.4727,7.13
3,7751,0.04,0.006,0.8,0.2,8e-05,0.4,250,False,0.6057,0.5391,0.5790,7.13
3,7752,0.04,0.006,0.8,0.2,8e-05,0.4,250,True,0.6312,0.6113,0.6232,6.28
3,7753,0.04,0.006,0.8,0.2,8e-05,0.45,250,False,0.6608,0.6399,0.6525,5.72
3,7754,0.04,0.006,0.8,0.2,8e-05,0.45,250,True,0.5703,0.4764,0.5327,7.14
3,7755,0.04,0.006,0.8,0.2,8e-05,0.5,250,False,0.6857,0.5853,0.6455,6.85
3,7756,0.04,0.006,0.8,0.2,8e-05,0.5,250,True,0.5807,0.5433,0.5658,5.72
3,7757,0.04,0.006,0.8,0.2,8e-05,0.55,250,False,0.6209,0.5765,0.6031,7.14
3,7758,0.04,0.006,0.8,0.2,8e-05,0.55,250,True,0.7479,0.6468,0.7075,5.72
3,7759,0.04,0.006,0.8,0.2,8e-05,0.6,250,False,0.6616,0.5542,0.6187,5.14
3,7760,0.04,0.006,0.8,0.2,8e-05,0.6,250,True,0.5729,0.5208,0.5521,7.13
3,7761,0.04,0.006,0.8,0.2,9e-05,0.4,250,False,0.6464,0.5673,0.6147,6.86
3,7762,0.04,0.006,0.8,0.2,9e-05,0.4,250,True,0.6198,0.5452,0.5900,5.72
